Semester;Code;Studiengang;männlich;weiblich;Insgesamt
WS 2017/18;SF280;Kartografie;49;38;87
WS 2017/18;SF545;Kath. Religionspäd., kirchliche Bildungsarbeit;27;60;87
WS 2017/18;SF086;Katholische Theologie, - Religionslehre;257;420;677
WS 2017/18;SF180;Kaukasistik;-;-;-
WS 2017/18;SF241;Kerntechnik/Kernverfahrenstechnik;-;-;-
WS 2017/18;SF193;Kirchenmusik;30;21;51
WS 2017/18;SF005;Klassische Philologie;23;44;67
WS 2017/18;SF222;Kommunikations- und Informationstechnik;997;199;1196
WS 2017/18;SF303;Kommunikationswissenschaft/Publizistik;847;2063;2910
WS 2017/18;SF191;Komposition;59;25;84
WS 2017/18;SF087;Körperbehindertenpädagogik (ab 2016 zu SF190);-;-;-
WS 2017/18;SF047;Krankenpflege-Ausbildung (ab 2004 zu SF234);-;-;-
WS 2017/18;SF091;Kunsterziehung;119;531;650
WS 2017/18;SF092;Kunstgeschichte, Kunstwissenschaft;355;1465;1820
WS 2017/18;SF219;Kunststofftechnik;158;39;197
WS 2017/18;SF093;Landespflege/Landschaftsgestaltung;344;454;798
WS 2017/18;SF095;Latein;108;192;300
WS 2017/18;SF038;Lateinamerika;20;32;52
WS 2017/18;SF096;Lebensmittelchemie;136;370;506
WS 2017/18;SF097;Lebensmitteltechnologie;356;467;823
WS 2017/18;SF099;Lernbehindertenpädagogik (ab 2016 zu SF190);-;-;-
WS 2017/18;SF154;Lernbereich Gesellschaftslehre;23;30;53
WS 2017/18;SF186;Lernbereich Naturwissenschaft/Sachunterricht;82;458;540
WS 2017/18;SF090;Lernbereich Sprach- und Kulturwissenschaften;87;642;729
WS 2017/18;SF199;Lernbereich Technik;127;75;202
WS 2017/18;SF057;Luft- und Raumfahrttechnik;916;161;1077
WS 2017/18;SF204;Malerei;51;58;109
WS 2017/18;SF198;Managem.im Gesundh.-u.Sozialber.(ab 2004 zu SF232);-;-;-
WS 2017/18;SF103;Markscheidewesen;-;-;-
WS 2017/18;SF104;Maschinenbau/-wesen;15168;2151;17319
WS 2017/18;SF294;Materialwissenschaften;263;86;349
WS 2017/18;SF105;Mathematik;4444;4971;9415
WS 2017/18;SF237;Mathematische Statistik/Wahrscheinlichkeitsrechn.;139;148;287
WS 2017/18;SF380;Mechatronik;3282;387;3669
WS 2017/18;SF121;Medieninformatik;1816;1048;2864
WS 2017/18;SF133;Medienk./Komm.-/Infowissenschaft (ab 08 zu SF303);-;-;-
WS 2017/18;SF305;Medientechnik;727;681;1408
WS 2017/18;SF304;Medienwirtschaft/Medienmanagement;560;1127;1687
WS 2017/18;SF302;Medienwissenschaft;524;1396;1920
WS 2017/18;SF107;Medizin (Allgemein-Medizin);3511;6149;9660
WS 2017/18;SF247;Medizinische Informatik;279;241;520
WS 2017/18;SF061;Meliorationswesen;-;-;-
WS 2017/18;SF108;Metalltechnik;101;21;122
WS 2017/18;SF110;Meteorologie;148;145;293
WS 2017/18;SF157;Mikroelektronik;55;16;71
WS 2017/18;SF286;Mikrosystemtechnik;346;84;430
WS 2017/18;SF220;Milch- und Molkereiwirtschaft;9;4;13
WS 2017/18;SF111;Mineralogie;1;1;2
WS 2017/18;SF273;Mittlere und neuere Geschichte;10;16;26
WS 2017/18;SF113;Musikerziehung;287;390;677
WS 2017/18;SF114;Musikwissenschaft/-geschichte;334;430;764
WS 2017/18;SF064;Naturschutz;36;74;110
WS 2017/18;SF223;Nautik/Seefahrt;144;41;185
WS 2017/18;SF287;Neue Medien;102;133;235
WS 2017/18;SF043;Neugriechisch;5;9;14
WS 2017/18;SF233;Nichtärztliche Heilberufe/Therapien;410;1668;2078
WS 2017/18;SF189;Niederdeutsch;-;-;-
WS 2017/18;SF119;Niederländisch;16;67;83
WS 2017/18;SF120;Nordistik/Skandinavist.(Nord.Phil.,Einzelsp.a.n.g);48;184;232
WS 2017/18;SF088;Optoelektronik;48;31;79
WS 2017/18;SF165;Orchestermusik;153;179;332
WS 2017/18;SF122;Orientalistik, Altorientalistik;89;165;254
WS 2017/18;SF044;Ost- und Südosteuropa;31;48;79
WS 2017/18;SF124;Ozeanografie;4;2;6
WS 2017/18;SF365;Pädagogik der frühen Kindheit;47;559;606
WS 2017/18;SF353;Pflanzenproduktion;43;34;77
WS 2017/18;SF234;Pflegewissenschaft/-management;367;1459;1826
WS 2017/18;SF126;Pharmazie;582;1456;2038
WS 2017/18;SF127;Philosophie;1544;1617;3161
WS 2017/18;SF128;Physik;5565;2219;7784
WS 2017/18;SF224;Physikalische Technik;507;151;658
WS 2017/18;SF129;Politikwissenschaft/Politologie;2712;2554;5266
WS 2017/18;SF263;Polizei/Verfassungsschutz;3500;1805;5305
WS 2017/18;SF206;Polnisch;2;15;17
WS 2017/18;SF131;Portugiesisch;3;15;18
WS 2017/18;SF132;Psychologie;2250;7847;10097
WS 2017/18;SF109;Publizistik (ab 2008 zu SF303);-;-;-
WS 2017/18;SF134;Raumplanung;341;459;800
WS 2017/18;SF256;Rechtspflege;172;508;680
WS 2017/18;SF135;Rechtswissenschaft;6601;9925;16526
WS 2017/18;SF310;Regenerative Energien;202;66;268
WS 2017/18;SF136;Religionswissenschaft;77;110;187
WS 2017/18;SF101;Restaurierungskunde;16;63;79
WS 2017/18;SF163;Rhythmik;1;2;3
WS 2017/18;SF137;Romanistik (Roman.Philologie,Einzelsprach. a.n.g.);162;540;702
WS 2017/18;SF139;Russisch;25;86;111
WS 2017/18;SF254;Sachunterricht (einschließlich Schulgarten);19;61;80
WS 2017/18;SF102;Schauspiel;34;39;73
WS 2017/18;SF142;Schiffbau/Schiffstechnik;134;25;159
WS 2017/18;SF361;Schulpädagogik;12;9;21
WS 2017/18;SF145;Sinologie/Koreanistik;126;329;455
WS 2017/18;SF146;Slawistik (Slawische Philologie);52;152;204
WS 2017/18;SF190;Sonderpädagogik;298;1792;2090
WS 2017/18;SF290;Sonstige Fächer;930;943;1873
WS 2017/18;SF036;Sonstige Regionalwissenschaften;42;80;122
WS 2017/18;SF207;Sorbisch;-;5;5
WS 2017/18;SF208;Soziale Arbeit;1866;7662;9528
WS 2017/18;SF147;Sozialkunde;166;202;368
WS 2017/18;SF046;Sozialmed./Öff. Gesundheitsw. (ab 2004 zu SF232);-;-;-
WS 2017/18;SF245;Sozialpädagogik;253;1316;1569
WS 2017/18;SF264;Sozialversicherung;179;400;579
WS 2017/18;SF253;Sozialwesen;812;3261;4073
WS 2017/18;SF148;Sozialwissenschaft;1500;2327;3827
WS 2017/18;SF149;Soziologie;924;2073;2997
WS 2017/18;SF150;Spanisch;216;668;884
WS 2017/18;SF166;Sportmanagement/Sportökonomie;589;213;802
WS 2017/18;SF098;Sportpädagogik/Sportpsychologie;645;564;1209
WS 2017/18;SF029;Sportwissenschaft;1408;1114;2522
WS 2017/18;SF151;Sprachheilpädagogik/Logopädie (ab 2016 zu SF190);-;-;-
WS 2017/18;SF429;Stahlbau;-;-;-
WS 2017/18;SF196;Studienkolleg;-;-;-
WS 2017/18;SF153;Südslawisch(Bulgarisch,Serbokroatisch,Slowen.usw.);1;1;2
WS 2017/18;SF106;Tanzpädagogik;31;46;77
WS 2017/18;SF144;Technische Kybernetik;70;19;89
WS 2017/18;SF118;Technomathematik;277;104;381
WS 2017/18;SF116;Textilgestaltung;81;372;453
WS 2017/18;SF225;Textil- und Bekleidungstechnik/-gewerbe;78;366;444
WS 2017/18;SF155;Theaterwissenschaft;118;356;474
WS 2017/18;SF156;Tiermedizin/Veterinärmedizin;154;840;994
WS 2017/18;SF371;Tierproduktion;1;2;3
WS 2017/18;SF194;Tonmeister;65;8;73
WS 2017/18;SF274;Tourismuswirtschaft;419;1678;2097
WS 2017/18;SF074;Transport-/Fördertechnik;58;2;60
WS 2017/18;SF209;Tschechisch;3;14;17
WS 2017/18;SF158;Turkologie;19;48;67
WS 2017/18;SF458;Umweltschutz;221;276;497
WS 2017/18;SF457;Umwelttechnik (einschließlich Recycling);828;523;1351
WS 2017/18;SF548;Ur- und Frühgeschichte;38;34;72
WS 2017/18;SF226;Verfahrenstechnik;995;710;1705
WS 2017/18;SF170;Verhaltensgestörtenpädagogik (ab 2016 zu SF190);-;-;-
WS 2017/18;SF089;Verkehrsingenieurwesen;641;183;824
WS 2017/18;SF268;Verkehrswesen;-;-;-
WS 2017/18;SF210;Verkehrswirtschaft;181;76;257
WS 2017/18;SF171;Vermessungswesen (Geodäsie);742;327;1069
WS 2017/18;SF213;Versorgungstechnik;525;102;627
WS 2017/18;SF172;Verwaltungswissenschaft/-wesen;1390;2215;3605
WS 2017/18;SF174;Volkskunde;34;95;129
WS 2017/18;SF175;Volkswirtschaftslehre;2274;1506;3780
WS 2017/18;SF094;Wasserbau;181;107;288
WS 2017/18;SF077;Wasserwirtschaft;159;105;264
WS 2017/18;SF227;Weinbau und Kellerwirtschaft;155;91;246
WS 2017/18;SF201;Werken (technisch)/Technologie;17;26;43
WS 2017/18;SF176;Werkerziehung;3;16;19
WS 2017/18;SF177;Werkstofftechnik;669;263;932
WS 2017/18;SF130;Westslawisch (allgemein und a.n.g.);1;10;11
WS 2017/18;SF178;Wirtschafts-/Sozialgeografie;1;4;5
WS 2017/18;SF183;Wirtschafts-/Sozialgeschichte;15;13;28
WS 2017/18;SF277;Wirtschaftsinformatik;7313;2019;9332
WS 2017/18;SF370;Wirtschaftsingenieurw. m. ingenieurwiss.Schwerpkt.;7954;2590;10544
WS 2017/18;SF179;Wirtschaftsingenieurw.m.wirtschaftswiss.Schwerpkt.;3884;1412;5296
WS 2017/18;SF276;Wirtschaftsmathematik;886;556;1442
WS 2017/18;SF181;Wirtschaftspädagogik;348;640;988
WS 2017/18;SF042;Wirtschaftsrecht;1207;1847;3054
WS 2017/18;SF184;Wirtschaftswissenschaften;6831;6226;13057
WS 2017/18;SF185;Zahnmedizin;503;977;1480
WS 2017/18;SF269;Zoll- und Steuerverwaltung;857;1154;2011
