"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Luxembourg","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","132.0",""
"Luxembourg","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.1",""
"Luxembourg","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","145.1",""
"Luxembourg","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","149.8",""
"Luxembourg","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","154.0",""
"Luxembourg","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.7",""
"Luxembourg","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","154.5",""
"Luxembourg","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","162.4",""
"Luxembourg","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","171.3",""
"Luxembourg","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","160.3",""
"Luxembourg","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","253.6",""
"Luxembourg","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","246.8",""
"Luxembourg","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","238.2",""
"Luxembourg","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","239.4",""
"Luxembourg","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","222.1",""
"Macau SAR","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.6","7"
"Macau SAR","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.1","7"
"Macau SAR","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.4","7"
"Macau SAR","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","140.7","7"
"Macau SAR","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","141.0","7"
"Macau SAR","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.1","7"
"Macau SAR","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","142.3","7"
"Macau SAR","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","148.2","7"
"Macau SAR","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","150.1","7"
"Macau SAR","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.1","7"
"Macau SAR","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","211.0","7"
"Macau SAR","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","206.2","7"
"Macau SAR","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","205.9","7"
"Macau SAR","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","205.4","7"
"Macau SAR","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","238.4","7"
"Macedonia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","124.3","8"
"Macedonia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.6","8"
"Macedonia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.4","8"
"Macedonia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.0","8"
"Macedonia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.7","8"
"Macedonia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","130.5","8"
"Macedonia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","125.8","8"
"Macedonia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.0","8"
"Macedonia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.4","8"
"Macedonia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.5","8"
"Macedonia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","172.4","8"
"Macedonia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","147.6","8"
"Macedonia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.5","8"
"Macedonia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.2","8"
"Macedonia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.2","8"
"Madagascar","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.1",""
"Madagascar","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.0",""
"Madagascar","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.8",""
"Madagascar","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.3",""
"Madagascar","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.8",""
"Madagascar","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.9",""
"Madagascar","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.8",""
"Madagascar","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.5",""
"Madagascar","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","118.0",""
"Madagascar","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","117.7",""
"Madagascar","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","135.1",""
"Madagascar","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.3",""
"Madagascar","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","137.4",""
"Madagascar","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","138.0",""
"Madagascar","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","136.6",""
"Malawi","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.1",""
"Malawi","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","113.3",""
"Malawi","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.3",""
"Malawi","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","120.2",""
"Malawi","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","125.0",""
"Malawi","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.4",""
"Malawi","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","116.8",""
"Malawi","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.6",""
"Malawi","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","122.7",""
"Malawi","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.6",""
"Malawi","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","143.1",""
"Malawi","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.8",""
"Malawi","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","125.8",""
"Malawi","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","127.9",""
"Malawi","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","134.3",""
"Malaysia","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","107.9",""
"Malaysia","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","109.8",""
"Malaysia","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.0",""
"Malaysia","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.4",""
"Malaysia","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","110.0",""
"Malaysia","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.1",""
"Malaysia","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.6",""
"Malaysia","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.5",""
"Malaysia","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","114.9",""
"Malaysia","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","111.5",""
"Malaysia","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","135.1",""
"Malaysia","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","131.0",""
"Malaysia","Total 80+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","126.8",""
"Malaysia","Total 80+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","129.5",""
"Malaysia","Total 80+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","123.3",""
"Maldives","Total 60+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","89.3",""
"Maldives","Total 60+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","89.5",""
"Maldives","Total 60+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","89.4",""
"Maldives","Total 60+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","88.3",""
"Maldives","Total 60+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","99.4",""
"Maldives","Total 65+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","91.7",""
"Maldives","Total 65+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","91.5",""
"Maldives","Total 65+ yr","1995","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","91.7",""
"Maldives","Total 65+ yr","1990","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","94.7",""
"Maldives","Total 65+ yr","1985","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","106.8",""
"Maldives","Total 80+ yr","2005","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","115.7",""
"Maldives","Total 80+ yr","2000","UNPD_World Population Prospects_2006 (International estimate)","Women per 100 men","119.1",""
